date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,parval_2_new,lag_median,value_median
2021-12-03,AS_others,1,Omicron BA.2,Imported,1.1922837585563162,2021-11-08,25,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-16,EU_others,10,Omicron BA.2,Imported,2,2021-11-08,8,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-17,US,100,Omicron BA.2,Imported,1,2021-11-08,9,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-18,EU_others,101,Omicron BA.2,Imported,1,2021-11-08,10,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-14,EU_others,102,Omicron BA.2,Imported,1,2021-11-08,6,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-18,US,103,Omicron BA.2,Imported,1,2021-11-08,10,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-17,EU_others,104,Omicron BA.2,Imported,1,2021-11-08,9,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-18,EU_others,105,Omicron BA.2,Imported,1,2021-11-08,10,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-18,EU_others,106,Omicron BA.2,Imported,1,2021-11-08,10,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-12,EU_others,107,Omicron BA.2,Imported,1,2021-11-08,4,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-16,AS_others,108,Omicron BA.2,Imported,1,2021-11-08,8,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-22,EU_others,109,Omicron BA.2,Imported,1,2021-11-08,14,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-21,EU_others,11,Omicron BA.2,Imported,1,2021-11-08,13,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-15,EU_others,110,Omicron BA.2,Imported,1,2021-11-08,7,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-16,EU_others,111,Omicron BA.2,Imported,1,2021-11-08,8,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-17,EU_others,112,Omicron BA.2,Imported,1,2021-11-08,9,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-22,EU_others,113,Omicron BA.2,Imported,1,2021-11-08,14,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-20,EU_others,114,Omicron BA.2,Imported,1,2021-11-08,12,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-20,EU_others,115,Omicron BA.2,Imported,1,2021-11-08,12,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
2021-11-23,EU_others,116,Omicron BA.2,Imported,1,2021-11-08,15,Traveler weight (all regions),Changing sequencing,100%,200%,fig_3d,2,8.5,1
