variant,params_1,params_2,parval_1,parval_2,parval_2_new,lag_median,lag_mean
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T3-R,T3-R^0,10,11.2598
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T7-R,T7-R^0,10,11.2598
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T11-R,T11-R^0,10,11.2598
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T3-H,T3-R^50,16,15.418
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T7-H,T7-R^50,16,14.9121
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T11-H,T11-R^50,16,14.9043
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T3-M,T3-R^90,22,21.7129
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T7-M,T7-R^90,17.5,19.7988
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),50%,T11-M,T11-R^90,16.5,17.8164
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T3-R,T3-R^0,10,11.1719
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T7-R,T7-R^0,10,11.1719
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T11-R,T11-R^0,10,11.1719
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T3-H,T3-R^50,16,14.9004
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T7-H,T7-R^50,14,14.1172
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T11-H,T11-R^50,14,14.2207
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T3-M,T3-R^90,17.5,19.4297
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T7-M,T7-R^90,15,17.4863
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),70%,T11-M,T11-R^90,12,14.9258
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3-R,T3-R^0,10,11.1426
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7-R,T7-R^0,10,11.127
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11-R,T11-R^0,10,11.127
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3-H,T3-R^50,15,14.6543
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7-H,T7-R^50,14,13.6758
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11-H,T11-R^50,14,13.418
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3-M,T3-R^90,16,18.1094
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7-M,T7-R^90,14,16.1367
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11-M,T11-R^90,11,12.9609
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-R,T3-R^0,10,11.1133
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-R,T7-R^0,10,11.0977
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-R,T11-R^0,10,11.0977
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-H,T3-R^50,15,14.5117
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-H,T7-R^50,14,13.6074
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-H,T11-R^50,12,13.0312
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-M,T3-R^90,16,17.6641
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-M,T7-R^90,14,15.7617
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-M,T11-R^90,11,12.6113
