date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,parval_2_new,lag_median,value_median
2021-11-22,ZA,127,Omicron BA.2,Community,1.3043219778145532,2021-11-08,14,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,127,Omicron BA.2,Community,1.3043219778145532,2021-11-08,14,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,127,Omicron BA.2,Community,1.3043219778145534,2021-11-08,14,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,127,Omicron BA.2,Community,1.3043219778145532,2021-11-08,14,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,128,Omicron BA.2,Community,1.0370114159298847,2021-11-08,18,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,128,Omicron BA.2,Community,1.0370114159298847,2021-11-08,18,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,128,Omicron BA.2,Community,1.0370114159298847,2021-11-08,18,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,128,Omicron BA.2,Community,1.0370114159298847,2021-11-08,18,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-20,ZA,129,Omicron BA.2,Community,1.047102064544632,2021-11-08,12,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-20,ZA,129,Omicron BA.2,Community,1.047102064544632,2021-11-08,12,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-20,ZA,129,Omicron BA.2,Community,1.047102064544632,2021-11-08,12,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-20,ZA,129,Omicron BA.2,Community,1.047102064544632,2021-11-08,12,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,13,Omicron BA.2,Community,1.2853955633396517,2021-11-08,18,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,13,Omicron BA.2,Community,1.2853955633396517,2021-11-08,18,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,13,Omicron BA.2,Community,1.2853955633396517,2021-11-08,18,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-26,ZA,13,Omicron BA.2,Community,1.2853955633396517,2021-11-08,18,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,130,Omicron BA.2,Community,1.028408309350572,2021-11-08,15,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,130,Omicron BA.2,Community,1.028408309350572,2021-11-08,15,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,130,Omicron BA.2,Community,1.0284083093505723,2021-11-08,15,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,130,Omicron BA.2,Community,1.028408309350572,2021-11-08,15,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,131,Omicron BA.2,Community,1.5093324179181333,2021-11-08,14,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,131,Omicron BA.2,Community,1.5093324179181333,2021-11-08,14,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,131,Omicron BA.2,Community,1.5093324179181333,2021-11-08,14,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-22,ZA,131,Omicron BA.2,Community,1.5093324179181333,2021-11-08,14,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-12-03,ZA,132,Omicron BA.2,Community,1.2722799209397915,2021-11-08,25,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-12-03,ZA,132,Omicron BA.2,Community,1.2722799209397915,2021-11-08,25,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-12-03,ZA,132,Omicron BA.2,Community,1.2722799209397915,2021-11-08,25,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-12-03,ZA,132,Omicron BA.2,Community,1.2722799209397915,2021-11-08,25,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,133,Omicron BA.2,Community,1.0712187947863288,2021-11-08,15,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,133,Omicron BA.2,Community,1.0712187947863288,2021-11-08,15,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,133,Omicron BA.2,Community,1.0712187947863288,2021-11-08,15,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-23,ZA,133,Omicron BA.2,Community,1.0712187947863288,2021-11-08,15,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-25,ZA,134,Omicron BA.2,Community,1.6917800821475342,2021-11-08,17,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-25,ZA,134,Omicron BA.2,Community,1.6917800821475342,2021-11-08,17,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-25,ZA,134,Omicron BA.2,Community,1.6917800821475337,2021-11-08,17,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-25,ZA,134,Omicron BA.2,Community,1.6917800821475342,2021-11-08,17,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-21,ZA,135,Omicron BA.2,Community,1.152648886151087,2021-11-08,13,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-21,ZA,135,Omicron BA.2,Community,1.152648886151087,2021-11-08,13,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-21,ZA,135,Omicron BA.2,Community,1.1526488861510868,2021-11-08,13,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-21,ZA,135,Omicron BA.2,Community,1.152648886151087,2021-11-08,13,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
2021-11-28,ZA,136,Omicron BA.2,Community,1.092466847584212,2021-11-08,20,Changing diagnostics,Changing sequencing,50%,200%,fig_3b,2,15,1.1848
2021-11-28,ZA,136,Omicron BA.2,Community,1.092466847584212,2021-11-08,20,Changing diagnostics,Changing sequencing,100%,200%,fig_3b,2,15,1.1848
2021-11-28,ZA,136,Omicron BA.2,Community,1.0924668475842123,2021-11-08,20,Changing diagnostics,Changing sequencing,150%,200%,fig_3b,2,15,1.1848
2021-11-28,ZA,136,Omicron BA.2,Community,1.092466847584212,2021-11-08,20,Changing diagnostics,Changing sequencing,200%,200%,fig_3b,2,15,1.1848
